Mission1,missionLast,Crew,pirateId,missionCount,missionHours,pirateLevel,age,Occupation,dayOrNight,crewSatisfactionAvg,State,crewmemberDied
16161,17106,52,12097,32,197,3,30,Working,night_shift,85,ms,0
16161,16812,52,12098,20,120,2,63,Retired,day_shift,0,california,0
16161,17950,52,12099,62,376,4,26,Working,night_shift,95,mo,0
16161,18488,52,12100,80,481,4,75,NA,day_shift,NA,ia,0
16161,18217,52,12101,69,410,4,26,Working,night_shift,86,oklahoma,0
16161,17087,52,12102,30,180,2,23,Other,night_shift,13,de,0
16161,18257,52,12103,68,404,4,28,Working,day_shift,100,nh,0
16161,16327,52,12104,8,51,1,30,Working,night_shift,91,or,0
16161,16949,52,12105,27,166,2,NA,Retired,day_shift,100,connecticut,0
16161,18481,52,12106,75,446,NA,26,Working,night_shift,89,missouri,0
16161,17432,52,12107,41,243,3,44,Working,night_shift,26,vt,0
16161,16821,52,12108,21,126,2,73,Retired,day_shift,94,alaska,0
16161,17078,52,12109,29,170,2,30,Working,day_shift,25,minnesota,0
16161,16777,52,12110,19,111,2,41,NA,night_shift,67,ri,1
16161,17826,52,12111,54,319,4,36,Working,night_shift,85,mn,0
16161,18449,52,12112,74,440,4,55,Working,night_shift,89,ms,0
16161,17697,52,12113,51,302,4,50,NA,NA,86,iowa,0
16161,17942,52,12114,57,346,4,39,Working,night_shift,95,hawaii,0
16161,18434,52,12115,74,441,4,22,Working,either_shift,99,oh,0
16161,18441,52,12116,74,442,4,23,Working,night_shift,97,NA,1
16161,18484,52,12117,79,477,4,44,Student,NA,55,louisiana,0
16161,18486,52,12118,77,457,4,75,Working,night_shift,100,oh,0
16161,18482,52,12119,75,455,4,33,Student,NA,89,wy,0
16161,16306,52,12120,5,33,1,42,Working,day_shift,34,ma,0
16161,16497,52,12121,9,58,1,24,Working,night_shift,95,ny,0
16161,18460,52,12122,77,462,4,21,Student,day_shift,98,tx,0
16161,18471,52,12123,78,468,4,22,Working,night_shift,95,il,0
16161,18474,52,12124,76,458,4,68,Student,night_shift,70,nh,0
16161,16321,52,12125,7,42,1,56,Working,NA,86,montana,0
16161,18461,52,12126,77,466,4,20,Other,day_shift,88,va,0
16161,18272,52,12127,70,415,4,26,Student,day_shift,95,la,0
16161,17074,NA,12128,31,190,4,21,Student,NA,97,pa,0
16161,18011,52,12129,62,368,4,18,Student,day_shift,47,new york,0
16161,17451,52,12130,45,274,3,19,NA,night_shift,30,ga,0
16161,17168,52,12131,35,205,3,47,Working,night_shift,86,nv,0
16161,NA,52,12132,57,347,4,19,Student,day_shift,89,wisconsin,0
16161,18185,52,12133,65,389,4,42,Working,night_shift,NA,oklahoma,0
16161,18452,52,12134,77,464,4,28,Working,day_shift,19,nv,0
16161,16758,52,12135,18,105,2,58,Working,day_shift,NA,sd,0
16161,18474,52,12136,76,460,4,22,Working,night_shift,98,pa,0
16161,18312,NA,12137,73,438,4,25,Working,night_shift,94,ca,0
16161,17955,52,12138,62,370,4,48,Student,night_shift,90,ny,0
16161,17631,52,12139,50,302,3,60,Other,day_shift,94,ca,1
16161,18431,52,12140,78,466,4,30,NA,night_shift,91,id,1
16161,18454,52,12141,75,449,4,34,Working,night_shift,75,iowa,0
16161,17067,52,12142,31,190,3,44,Retired,day_shift,92,ky,0
16161,16874,52,12143,25,152,2,58,Other,night_shift,57,iowa,0
16161,18483,52,12144,79,479,5,29,Working,day_shift,90,kentucky,0
16161,18485,52,12145,77,464,4,28,Other,day_shift,87,virginia,0
16161,16960,52,12146,27,162,2,55,Working,NA,96,mn,0
16161,17297,52,12147,38,223,3,30,Working,night_shift,98,wyoming,0
16161,16764,52,12148,20,125,2,52,Other,day_shift,100,pa,0
16161,18427,52,12149,78,465,4,33,NA,night_shift,NA,arizona,0
16161,16825,52,12150,22,136,2,45,NA,night_shift,96,kansas,0
16161,18475,52,12151,75,455,4,26,NA,night_shift,91,tn,0
16161,18464,52,12152,78,473,4,68,Other,night_shift,97,new hampshire,0
16161,18456,52,12153,75,455,4,27,Working,night_shift,17,south dakota,0
16161,16563,52,12154,11,66,2,31,Working,night_shift,85,colorado,1
16161,16594,52,12155,14,84,2,44,Working,night_shift,98,NA,0
16161,18430,52,12156,74,449,4,24,Working,NA,93,ky,0
16161,18472,52,12157,77,464,4,30,Working,day_shift,67,illinois,0
16161,18469,52,12158,78,470,4,19,Student,day_shift,39,la,0
16161,16407,52,12159,8,50,1,27,Working,day_shift,54,oregon,0
16161,18004,52,12160,60,359,4,23,NA,day_shift,99,rhode island,0
16161,18472,52,12161,75,451,4,24,Student,night_shift,18,north carolina,1
16161,17672,52,12162,48,284,3,25,Working,night_shift,57,connecticut,0
16161,18444,52,12163,74,444,4,27,Working,day_shift,NA,mn,0
16161,18068,52,12164,63,382,4,71,Retired,day_shift,NA,oregon,0
16161,16239,52,12165,3,14,1,23,Working,night_shift,89,sd,0
16161,17713,52,12166,NA,309,5,40,Working,NA,89,ks,0
16161,17748,52,12167,53,323,NA,20,Student,night_shift,1,colorado,0
16161,18362,52,12168,73,443,NA,45,Working,day_shift,95,co,0
16161,18443,52,12169,77,465,4,35,Other,day_shift,89,massachusetts,0
16161,18450,52,12170,78,463,4,31,Working,day_shift,38,illinois,0
16161,16434,52,12171,7,37,1,18,Student,night_shift,85,dc,1
16161,18452,52,12172,76,461,4,29,Working,night_shift,87,wv,0
16161,18461,52,12173,79,469,4,26,NA,night_shift,96,tx,0
16161,18006,52,12174,62,369,4,30,Student,either_shift,94,wv,0
16161,18455,52,12175,76,454,4,49,Working,night_shift,88,washington,0
16161,16362,52,12176,5,30,1,55,Student,night_shift,71,az,1
16161,16338,52,12177,5,35,1,71,Retired,either_shift,86,minnesota,0
16161,18472,52,12178,75,448,4,36,NA,night_shift,91,mississippi,0
16161,18435,52,12179,75,447,4,20,Student,night_shift,1,nv,0
16161,16871,52,12180,23,136,2,39,Working,night_shift,NA,ne,0
16161,17729,52,12181,51,308,4,21,Student,either_shift,92,new hampshire,0
16161,18471,52,12182,79,477,4,27,Working,night_shift,98,mississippi,0
16161,18471,52,12183,77,467,4,18,Other,day_shift,100,oklahoma,0
16161,18472,52,12184,77,466,4,36,Working,day_shift,97,pennsylvania,0
16161,18439,52,12185,78,465,4,29,Working,night_shift,85,vt,0
16161,18474,52,12186,78,472,NA,19,Student,night_shift,79,oklahoma,0
16161,16180,52,12187,2,NA,1,46,Working,night_shift,98,indiana,0
16161,18476,52,12188,79,479,4,28,Working,night_shift,16,ak,0
16161,16643,52,12189,16,98,2,49,Retired,either_shift,100,ut,0
16161,17851,52,12190,56,338,4,55,Working,day_shift,86,virginia,0
16161,17210,52,12191,34,206,3,50,Working,night_shift,96,nj,0
16161,17069,52,12192,32,192,3,60,Working,night_shift,NA,al,0
16161,17009,52,12193,27,158,2,42,Working,day_shift,100,texas,0
16161,17542,52,12194,48,283,3,28,Working,night_shift,91,missouri,0
16161,18335,52,12195,71,428,4,19,Working,NA,90,missouri,0
16161,18415,52,12196,77,463,4,48,Working,day_shift,94,oh,0
16161,16809,52,12197,22,136,2,23,Other,night_shift,88,colorado,0
16161,16626,52,12198,15,90,2,30,Working,day_shift,98,montana,0
16161,18456,52,12199,76,453,4,30,Working,night_shift,94,ms,0
16161,18457,NA,12200,78,465,4,28,Student,either_shift,87,massachusetts,0
16161,18438,52,12201,74,449,4,19,Working,either_shift,93,in,0
16161,17427,52,12202,41,244,3,63,Working,NA,94,ia,0
16161,16705,52,12203,20,117,2,23,Working,night_shift,94,nh,0
16161,18468,52,12204,78,471,4,29,Other,night_shift,67,alabama,0
16161,16267,52,12205,3,19,1,19,Other,night_shift,85,or,0
16161,18471,52,12206,75,449,4,21,Student,night_shift,85,north carolina,0
16161,16264,52,12207,5,33,1,24,Other,night_shift,91,connecticut,0
16161,18444,52,12208,76,453,4,72,Retired,day_shift,87,in,0
16161,17864,NA,12209,58,346,4,29,Working,night_shift,45,tn,0
16161,16332,52,12210,7,39,1,19,Student,night_shift,94,idaho,0
16161,17975,52,12211,59,350,4,29,NA,night_shift,98,arkansas,0
16161,18406,52,12212,74,443,4,51,Student,night_shift,3,dc,0
16161,16790,52,12213,21,128,2,57,Retired,either_shift,23,id,0
16161,16328,52,12214,7,37,1,74,Other,day_shift,98,fl,0
16161,18447,52,12215,75,454,4,56,Working,night_shift,54,indiana,0
16161,18447,52,12216,78,463,4,67,Retired,either_shift,100,de,0
16161,18477,52,12217,78,473,4,56,NA,night_shift,95,ma,0
16161,18424,52,12218,74,439,4,25,NA,night_shift,8,alabama,0
16161,17069,52,12219,29,172,2,27,Working,day_shift,88,id,0
16161,17799,52,12220,54,325,4,26,Working,either_shift,94,north dakota,0
16161,17076,52,12221,NA,179,2,21,NA,night_shift,90,maine,0
16161,16364,52,12222,6,36,NA,39,Other,night_shift,53,west virginia,0
16161,17911,52,12223,56,337,4,23,Working,night_shift,90,wisconsin,0
16161,18458,52,12224,77,459,4,19,Student,day_shift,46,west virginia,0
16161,16570,52,12225,13,83,2,62,Student,night_shift,100,mt,0
16161,18482,52,12226,78,NA,4,26,Working,night_shift,86,massachusetts,0
16161,18464,52,12227,79,475,4,18,Student,night_shift,90,nv,0
16161,17144,52,12228,33,196,3,29,Working,night_shift,96,hawaii,0
16161,18065,52,12229,61,361,4,54,Working,night_shift,NA,illinois,0
16161,17675,52,12230,51,305,4,24,Working,day_shift,86,oklahoma,0
16161,18428,52,12231,75,450,4,37,Working,NA,96,new york,0
16161,18483,52,12232,75,445,4,20,Student,night_shift,86,vermont,0
16161,17007,52,12233,26,160,NA,22,Working,day_shift,94,sc,0
16161,17831,52,12234,56,334,4,24,Working,night_shift,NA,maine,0
16161,17911,52,12235,57,339,4,19,Working,night_shift,4,alabama,0
16161,18447,52,12236,75,455,4,26,Working,night_shift,91,illinois,1
16161,18461,52,12237,75,453,4,56,Working,night_shift,98,sc,0
16161,17969,52,12238,58,351,4,28,Working,night_shift,90,new hampshire,0
16161,17191,52,12239,36,215,3,50,Working,night_shift,98,arizona,0
16161,18443,52,12240,75,451,4,32,Working,day_shift,NA,mo,0
16161,17462,52,12241,42,252,3,55,Other,night_shift,86,nc,0
16161,18461,52,12242,76,457,4,47,Student,night_shift,85,nebraska,0
16161,18479,52,12243,75,446,4,44,Working,NA,90,iowa,0
16161,18485,NA,12244,77,457,4,38,Other,night_shift,85,fl,0
16161,17752,52,12245,52,313,4,36,Working,night_shift,87,connecticut,0
16161,18179,52,12246,68,412,4,20,Student,night_shift,92,arkansas,0
16161,18349,52,12247,72,430,4,39,Working,night_shift,38,sc,0
16161,18428,52,12248,74,442,4,48,Working,NA,88,maryland,0
16161,18446,52,12249,78,470,4,22,Student,night_shift,85,ri,0
16161,18478,52,12250,76,460,4,23,Working,night_shift,86,nd,0
16161,17189,52,12251,36,218,3,49,Student,night_shift,99,alabama,0
16161,17307,52,12252,39,229,3,46,Working,night_shift,93,or,0
16161,17201,52,12253,36,217,3,27,NA,either_shift,85,idaho,0
16161,16338,52,12254,5,35,1,40,Working,night_shift,88,missouri,0
16161,18463,52,12255,78,472,4,20,Student,night_shift,92,me,0
16161,16601,52,12256,17,103,2,33,Other,night_shift,NA,oklahoma,0
16161,18113,52,12257,65,394,4,28,Working,night_shift,63,wi,0
16161,18424,52,12258,73,433,4,NA,Working,night_shift,99,south carolina,0
16161,18442,52,12259,78,468,4,32,Working,night_shift,34,maryland,0
16161,18460,52,12260,78,471,4,30,Working,NA,87,oh,0
16161,16579,52,12261,13,79,2,61,Working,night_shift,50,west virginia,0
16161,16852,52,12262,23,136,2,20,Student,night_shift,59,il,0
16161,18480,52,12263,76,451,4,60,Working,night_shift,69,minnesota,0
16161,17253,52,12264,35,206,3,21,Student,day_shift,NA,vermont,0
16161,17173,52,12265,34,208,3,44,Working,night_shift,12,nebraska,0
16161,17697,52,12266,50,298,3,21,Working,day_shift,79,ia,0
16161,18466,52,12267,75,447,4,29,Other,night_shift,NA,michigan,0
16161,16856,52,12268,23,139,2,49,Working,night_shift,34,wa,1
16161,18353,52,12269,75,449,4,27,Other,night_shift,94,texas,0
16161,18460,52,12270,75,453,4,39,Working,NA,30,nm,0
16161,16693,52,12271,16,92,2,32,NA,either_shift,88,district of columbia,0
16161,16418,52,12272,7,41,1,38,NA,night_shift,86,nv,0
16161,18479,52,12273,77,460,4,29,NA,night_shift,87,nm,0
16161,17870,52,12274,56,334,4,24,Other,day_shift,86,north dakota,0
16161,16919,52,12275,26,155,2,63,Working,night_shift,90,tx,0
16161,NA,52,12276,6,36,1,38,Working,night_shift,100,illinois,0
16161,18453,52,12277,76,453,4,29,Working,night_shift,91,new mexico,0
16161,16697,52,12278,17,104,3,22,Student,night_shift,31,wi,0
16161,18404,52,12279,75,449,4,42,Working,day_shift,93,district of columbia,0
16161,18466,52,12280,78,470,4,46,Working,night_shift,99,nv,0
16161,18213,52,12281,70,422,4,33,Working,day_shift,33,maryland,0
16161,18472,52,12282,77,462,4,61,Working,night_shift,95,south dakota,0
16161,18470,52,12283,77,457,4,31,Working,night_shift,96,new mexico,0
16161,18439,52,12284,78,467,4,25,Working,day_shift,99,ohio,0
16161,18458,52,12285,75,454,4,39,Working,night_shift,98,la,0
16161,18453,52,12286,78,470,4,61,Working,night_shift,94,mn,0
16161,18458,52,12287,76,460,4,70,Other,night_shift,97,mo,0
16161,16420,52,12288,9,55,1,58,Working,day_shift,94,ar,0
16161,18488,52,12289,79,476,NA,30,Other,night_shift,86,nd,0
16191,18437,53,12290,74,440,4,24,Working,night_shift,65,ks,0
16191,18447,53,12291,74,444,4,27,Working,either_shift,89,new york,0
16191,16598,53,12292,16,97,2,51,Working,day_shift,88,ut,0
16191,18478,53,12293,78,473,4,54,Retired,day_shift,93,mo,0
16191,18442,53,12294,74,448,4,31,Working,night_shift,98,rhode island,0
16191,16795,53,12295,18,112,2,33,Working,night_shift,59,idaho,0
16191,16425,53,12296,7,40,1,45,Retired,NA,64,south dakota,NA
16191,18391,53,12297,73,433,4,41,Other,night_shift,70,missouri,0
16191,17399,53,12298,39,238,3,27,Working,day_shift,88,nevada,0
16191,17382,53,12299,39,239,3,75,Retired,day_shift,98,mt,0
16191,18426,53,12300,76,455,4,64,Working,day_shift,29,arkansas,0
16191,18484,53,12301,74,449,4,19,Student,night_shift,85,west virginia,0
16191,18479,53,12302,77,465,4,35,NA,night_shift,96,district of columbia,0
16191,18435,53,12303,74,449,4,36,Working,day_shift,50,oklahoma,0
16191,18484,NA,12304,75,449,4,30,Working,night_shift,43,pa,0
16191,17989,53,12305,59,349,4,26,Working,night_shift,89,south carolina,0
16191,18036,53,12306,NA,386,5,47,Working,day_shift,92,oh,0
16191,18441,53,12307,76,454,4,62,Retired,day_shift,100,maryland,0
16191,18444,53,12308,NA,461,4,66,Working,night_shift,88,oregon,0
16191,16505,53,12309,11,69,2,NA,Other,day_shift,97,west virginia,0
16191,18437,53,12310,74,NA,4,31,Working,either_shift,85,louisiana,0
16191,18272,53,12311,69,418,4,46,Working,night_shift,28,ohio,0
16191,17067,53,12312,30,182,2,36,Working,night_shift,88,michigan,0
16191,16399,53,12313,5,32,1,23,Working,day_shift,91,de,0
16191,18112,53,12314,64,NA,4,23,Working,day_shift,100,alabama,0
16191,17546,53,12315,45,267,3,66,Retired,either_shift,89,nh,0
16191,16881,53,12316,24,141,2,36,Student,either_shift,62,ne,0
16191,18472,53,12317,76,460,NA,68,Retired,day_shift,87,ak,0
16191,18445,53,12318,75,450,4,70,Working,night_shift,92,mi,0
16191,17035,53,12319,28,163,2,29,Working,night_shift,4,new york,0
16191,18432,53,12320,74,440,4,28,Other,day_shift,NA,ky,0
16191,18373,53,12321,73,438,4,40,Working,night_shift,41,rhode island,0
16191,16513,53,12322,12,75,2,54,NA,night_shift,87,new york,0
16191,18433,53,12323,77,463,4,28,Working,night_shift,89,california,0
16191,18436,53,12324,74,443,4,75,Retired,day_shift,1,NA,0
16191,18477,53,12325,75,447,4,18,Student,night_shift,2,ia,0
16191,17343,53,12326,38,228,3,19,Student,night_shift,95,alabama,0
16191,17207,53,12327,36,NA,3,24,Working,night_shift,4,ct,0
16191,18457,53,12328,75,455,4,26,Student,either_shift,84,tennessee,0
16191,16704,53,12329,17,100,2,21,Student,night_shift,93,mo,0
16191,16640,53,12330,17,107,2,20,Student,either_shift,81,la,0
16191,18489,53,12331,78,473,4,56,Other,NA,5,sc,0
16191,17974,53,12332,60,364,4,65,Retired,day_shift,94,rhode island,0
16191,17222,53,12333,35,207,3,19,NA,night_shift,100,ca,0
16191,18480,53,12334,77,467,4,NA,Working,night_shift,87,arkansas,0
16191,18435,53,12335,73,442,NA,18,Working,night_shift,100,massachusetts,0
16191,17429,53,12336,43,259,3,28,Working,night_shift,85,nv,0
16191,17815,53,12337,56,337,4,38,Working,night_shift,85,ok,0
16191,17545,53,12338,45,267,3,31,Working,night_shift,93,mn,0
16191,17646,53,12339,46,279,3,21,Student,night_shift,78,california,0
16191,17587,53,12340,47,279,3,51,Working,NA,79,NA,0
16191,17351,53,12341,38,223,3,26,Working,night_shift,88,wisconsin,0
16191,16789,53,12342,20,116,2,NA,Working,night_shift,99,new york,0
16191,18451,53,12343,74,439,4,25,Working,night_shift,95,ky,0
16191,16516,53,12344,13,75,2,22,Working,night_shift,89,minnesota,0
16191,18467,53,12345,78,473,4,38,Working,night_shift,98,iowa,0
16191,17115,53,12346,33,195,3,35,Working,day_shift,88,north carolina,0
16191,18447,53,12347,73,436,4,54,Working,day_shift,98,nv,0
16191,18442,53,12348,73,439,4,NA,Working,day_shift,100,west virginia,0
NA,16340,53,12349,7,37,1,48,Working,night_shift,95,NA,0
16191,18480,53,12350,76,458,4,27,Working,night_shift,7,ok,0
16191,17085,53,12351,29,176,NA,72,Retired,day_shift,91,pa,0
16191,18486,53,12352,74,447,4,48,Working,either_shift,98,az,0
16191,18274,53,12353,68,406,4,20,Student,NA,93,NA,0
16191,18455,53,12354,73,433,4,27,Working,night_shift,69,il,0
16191,18438,53,12355,76,456,4,54,Student,either_shift,88,indiana,0
16191,18430,53,12356,74,449,4,50,NA,night_shift,100,nv,0
16191,18425,53,12357,74,449,4,25,Working,night_shift,98,georgia,0
16191,18451,53,12358,77,462,4,69,Retired,day_shift,92,georgia,0
16191,18473,53,12359,74,449,4,58,Working,night_shift,87,north carolina,0
16191,16254,53,12360,0,1,1,67,Working,NA,18,minnesota,0
16191,18442,53,12361,73,443,4,26,Working,either_shift,15,ar,0
16191,18449,53,12362,76,461,4,64,Working,night_shift,93,hawaii,0
16191,17049,53,12363,28,172,2,22,Working,night_shift,96,wy,0
16191,16771,53,12364,19,117,2,34,Working,night_shift,93,nj,0
16191,17875,53,12365,54,321,4,31,Working,night_shift,99,texas,0
16191,18480,53,12366,78,466,4,24,Student,day_shift,63,va,0
16191,18425,53,12367,73,437,4,26,Other,either_shift,24,new york,0
16191,16699,53,12368,15,86,2,24,Working,night_shift,33,illinois,0
16191,18488,53,12369,76,455,4,36,Working,night_shift,94,texas,0
16191,16843,53,12370,24,143,2,21,Student,night_shift,94,mo,0
16191,16410,53,12371,9,49,1,23,Student,night_shift,93,utah,0
16191,18454,53,12372,74,443,4,24,Other,night_shift,85,wi,0
16191,16450,53,12373,9,56,1,26,Working,night_shift,89,ct,0
16191,17312,53,12374,38,232,3,24,Working,night_shift,89,NA,0
16191,17560,53,12375,45,269,3,23,NA,night_shift,90,new jersey,0
16191,17124,53,12376,30,184,2,34,Working,night_shift,93,NA,0
16191,17894,53,12377,59,358,4,22,NA,night_shift,82,arkansas,0
16191,18478,53,12378,75,450,4,18,Student,day_shift,98,co,0
16191,17793,53,12379,55,327,4,44,Working,night_shift,91,de,0
16191,16990,53,12380,25,153,2,25,Working,NA,70,arkansas,0
16191,NA,53,12381,51,308,4,24,Working,day_shift,85,NA,0
16191,18457,53,12382,75,447,4,18,Student,night_shift,99,tn,0
16191,18439,53,12383,73,436,4,18,Student,either_shift,92,me,1
16191,17570,53,12384,47,287,3,23,Working,night_shift,85,nh,1
16191,18268,53,12385,70,423,4,19,Student,day_shift,88,minnesota,0
16191,18454,53,12386,76,452,4,19,Student,night_shift,92,de,0
16191,18460,53,12387,77,464,4,20,Working,night_shift,23,hi,0
16191,18441,53,12388,77,462,4,22,NA,day_shift,95,nh,0
16191,18482,53,12389,78,465,NA,21,Student,day_shift,92,ga,0
16191,16736,NA,12390,17,105,2,24,Working,night_shift,85,washington,0
16191,17165,53,12391,32,196,3,30,Working,night_shift,89,south carolina,0
16191,18460,53,12392,74,449,4,NA,Working,NA,98,north carolina,0
16191,18431,53,12393,73,440,4,21,Working,either_shift,20,missouri,0
16191,18432,53,12394,76,459,4,19,Working,night_shift,100,mt,0
16191,17045,53,12395,NA,178,2,18,Student,night_shift,93,connecticut,0
16191,18449,53,12396,75,450,4,51,Working,night_shift,NA,la,0
16191,18488,53,12397,76,451,4,21,Other,day_shift,100,arkansas,0
16191,17290,53,12398,39,234,3,52,Working,either_shift,69,wy,0
16191,18449,53,12399,75,NA,4,30,Working,night_shift,86,delaware,0
16191,18433,53,12400,76,456,4,68,Working,night_shift,85,louisiana,0
16191,18277,53,12401,70,421,4,32,Student,night_shift,29,washington,0
16191,18428,53,12402,76,461,4,47,Working,night_shift,75,iowa,0
16191,17269,53,12403,35,209,3,39,Working,night_shift,88,colorado,0
16191,18482,53,12404,76,455,4,20,Working,night_shift,8,wi,0
16191,17203,53,12405,35,213,3,63,NA,night_shift,100,mt,0
16191,18456,53,12406,74,441,4,48,Working,NA,49,NA,0
16191,18172,53,12407,64,389,4,26,Working,day_shift,92,pennsylvania,1
16191,17990,53,12408,58,343,4,49,Working,night_shift,93,idaho,0
16191,17113,53,12409,29,173,2,19,NA,day_shift,91,me,0
16191,18461,53,12410,77,466,4,51,Working,either_shift,34,mn,0
16191,18441,53,12411,77,463,4,22,Working,night_shift,100,NA,0
16191,18199,53,12412,65,391,4,51,Working,night_shift,16,NA,0
16191,16213,53,12413,3,15,1,20,Other,night_shift,92,alabama,0
16191,17743,53,12414,52,311,4,43,Retired,day_shift,48,fl,0
16191,17991,53,12415,60,361,4,34,Working,either_shift,99,NA,0
16191,17286,53,12416,34,200,3,71,Retired,either_shift,75,oregon,0
16191,18485,53,12417,74,445,4,50,Working,night_shift,96,nc,0
16191,18436,53,12418,74,439,4,71,Retired,day_shift,87,pennsylvania,0
16191,18489,53,12419,77,465,4,60,Working,NA,95,dc,1
16191,18448,53,12420,77,460,4,70,Retired,day_shift,88,louisiana,0
16191,17878,53,12421,58,353,4,42,Working,night_shift,95,nebraska,0
16191,17218,53,12422,35,207,4,25,NA,night_shift,95,mt,0
16191,17714,53,12423,53,315,4,30,Working,night_shift,90,north carolina,0
16191,17991,53,12424,62,377,4,43,Working,day_shift,88,maine,0
16191,18434,53,12425,74,448,5,21,Working,night_shift,NA,fl,0
16191,17118,53,12426,32,195,3,44,Other,night_shift,85,new mexico,0
16191,18437,53,12427,76,458,4,27,Working,night_shift,88,oklahoma,0
16191,17630,53,12428,46,275,3,19,Working,night_shift,25,sc,0
16191,16604,53,12429,14,80,2,34,Working,night_shift,90,nd,0
16191,17110,53,12430,32,190,3,22,Working,night_shift,85,massachusetts,0
16191,16708,53,12431,15,85,2,37,Working,NA,87,nj,0
16191,17936,53,12432,60,358,4,66,Retired,day_shift,52,me,0
16191,16502,53,12433,11,61,2,19,Student,NA,NA,south dakota,0
16191,18472,NA,12434,78,465,4,19,Working,day_shift,86,nd,0
16191,17430,53,12435,43,259,3,67,Retired,day_shift,99,nebraska,0
16191,18427,53,12436,77,457,4,75,Retired,day_shift,98,hi,0
16191,16370,53,12437,5,35,1,28,Working,night_shift,NA,delaware,0
16191,17848,53,12438,56,333,4,41,Working,night_shift,95,wv,0
16191,18413,NA,12439,72,430,4,60,Working,night_shift,62,wyoming,0
16191,18251,53,12440,71,431,4,37,Working,night_shift,100,north carolina,0
16191,17348,53,12441,37,221,3,25,Working,night_shift,92,illinois,0
16191,18434,53,12442,73,434,4,18,Student,night_shift,61,nd,0
16191,18460,53,12443,77,461,4,54,Working,day_shift,12,nd,0
16191,17127,53,12444,33,194,3,43,Working,night_shift,95,colorado,0
16191,18465,53,12445,78,473,5,69,Retired,NA,85,rhode island,0
16191,17186,53,12446,35,213,3,21,Working,night_shift,96,dc,0
16191,17242,53,12447,37,222,3,19,Student,night_shift,65,new hampshire,0
16191,16976,53,12448,26,159,2,19,Student,night_shift,34,me,0
16191,16928,53,12449,25,152,2,30,Working,night_shift,93,nm,0
16191,18441,53,12450,75,448,4,52,Working,day_shift,11,massachusetts,0
16191,18177,53,12451,67,397,4,30,Working,night_shift,95,nc,0
16191,18458,53,12452,74,443,4,45,Working,night_shift,15,louisiana,0
16191,16655,53,12453,14,86,2,53,Working,night_shift,97,pennsylvania,0
16191,18468,53,12454,77,461,4,22,Working,night_shift,93,arkansas,0
16191,16227,53,12455,3,18,1,35,Other,night_shift,17,ms,0
16191,18428,53,12456,73,441,4,70,Working,night_shift,93,montana,0
NA,18475,53,12457,77,461,4,31,Student,night_shift,73,arizona,0
16191,18470,53,12458,76,454,4,46,Working,day_shift,96,michigan,0
16191,18439,53,12459,76,457,4,49,Working,either_shift,79,wy,0
16191,17251,53,12460,36,214,3,54,Working,day_shift,39,illinois,0
16191,18452,53,12461,74,440,4,29,Working,either_shift,NA,md,0
16191,18426,53,12462,75,446,4,39,Working,either_shift,89,nc,1
16191,17040,53,12463,26,159,2,64,Retired,either_shift,94,fl,0
16191,17579,53,12464,46,281,3,29,Working,day_shift,94,ohio,0
16191,18424,53,12465,76,453,4,38,Working,NA,88,nj,0
16191,18467,53,12466,76,452,4,74,Working,night_shift,88,mi,0
16191,18473,53,12467,77,460,NA,66,Student,night_shift,70,texas,0
16191,18424,53,12468,73,433,4,18,Student,night_shift,88,az,0
16191,18430,NA,12469,76,459,4,69,Student,night_shift,98,kentucky,0
16191,18197,53,12470,68,406,4,73,Student,NA,99,wyoming,0
16191,17657,53,12471,47,277,3,53,Working,night_shift,85,colorado,0
16191,18474,53,12472,75,451,4,26,NA,night_shift,87,hawaii,0
16191,17486,53,12473,45,275,3,62,Other,night_shift,68,north dakota,0
16191,18441,53,12474,75,455,4,44,NA,night_shift,97,mo,0
16191,17821,53,12475,53,313,4,49,Working,night_shift,89,NA,0
16191,16713,53,12476,16,93,2,53,Working,night_shift,92,ok,0
16191,18428,53,12477,77,466,4,29,NA,day_shift,90,ms,0
16191,16853,53,12478,24,145,2,18,Student,night_shift,50,va,0
16191,18468,53,12479,76,453,4,25,NA,night_shift,90,new jersey,1
16191,17151,53,12480,34,201,3,42,Working,day_shift,39,wa,0
16191,18257,53,12481,71,429,4,47,Working,NA,90,oregon,0
16191,18455,53,12482,73,440,4,23,NA,NA,97,wa,0
16191,18475,53,12483,75,448,4,71,Working,night_shift,94,ms,0
16191,18336,53,12484,70,421,4,23,Working,night_shift,NA,idaho,0
16191,18476,53,12485,78,463,4,45,Other,day_shift,51,mississippi,0
16191,17369,53,12486,39,231,3,22,Working,either_shift,98,ks,0
16191,18424,53,12487,72,NA,4,44,Working,night_shift,99,ak,0
16191,16531,53,12488,9,59,1,66,Retired,either_shift,NA,ny,0
16191,18456,53,12489,76,458,4,44,Student,night_shift,49,arizona,0
16191,18482,53,12490,77,462,4,56,Working,NA,88,wisconsin,0
16191,18449,53,12491,76,459,4,24,Working,night_shift,NA,pa,0
16191,18127,53,12492,66,396,4,18,Working,night_shift,85,ia,0
16191,17202,53,12493,35,210,3,26,Working,night_shift,92,nebraska,0
16191,17336,53,12494,36,213,3,50,Working,day_shift,26,tennessee,0
16191,18427,53,12495,74,445,4,52,Working,night_shift,100,nj,0
16191,16941,53,12496,23,133,2,27,Working,day_shift,46,california,0
